Instance,Process1,Process2,t_statistic,t_p_value,MannWhitneyU,U_p_value,Cohens_d,Significant_5%
ft06.txt,Process 1,Process 2,0.40102926523726523,0.6893052001507274,1268.0,0.9011877995575768,0.08020585304745305,False
la01.txt,Process 1,Process 2,-0.6965260331469998,0.48776963231086246,1161.5,0.543863922481155,0.13930520662939996,False
ft10.txt,Process 1,Process 2,-0.09821596352499201,0.9219634641034398,1210.5,0.7879953616447626,0.0196431927049984,False
la16.txt,Process 1,Process 2,0.540893203735993,0.589979559370146,1225.0,0.8658421180168804,0.10817864074719863,False
abz5.txt,Process 1,Process 2,-0.04803027842129634,0.9617918688785585,1278.0,0.8496190531818328,0.009606055684259268,False
